
Sample:   c= 0 mg/ml  Code: 
 5.907050e-003  1.660414e-002  9.148099e-004
 7.219720e-003  1.761509e-002  5.550314e-004
 8.532400e-003  1.721635e-002  3.921214e-004
 9.845080e-003  1.612290e-002  2.991449e-004
 1.115780e-002  1.419823e-002  2.418842e-004
 1.247040e-002  1.232308e-002  2.032240e-004
 1.378310e-002  1.074412e-002  1.755509e-004
 1.509580e-002  8.925061e-003  1.527875e-004
 1.640850e-002  6.962519e-003  1.292546e-004
 1.772110e-002  5.518466e-003  1.162400e-004
 1.903380e-002  4.467079e-003  1.058786e-004
 2.034650e-002  3.652062e-003  9.770873e-005
 2.165920e-002  2.949179e-003  9.085186e-005
 2.297180e-002  2.523171e-003  8.539178e-005
 2.428450e-002  2.240724e-003  8.066696e-005
 2.559720e-002  2.004274e-003  7.710256e-005
 2.690990e-002  1.864956e-003  7.442333e-005
 2.822260e-002  1.814344e-003  7.185329e-005
 2.953520e-002  1.623231e-003  6.996388e-005
 3.084790e-002  1.577616e-003  6.775575e-005
 3.216060e-002  1.597905e-003  6.563255e-005
 3.347330e-002  1.512761e-003  6.398359e-005
 3.478590e-002  1.495614e-003  6.212715e-005
 3.609860e-002  1.385481e-003  6.036325e-005
 3.741130e-002  1.339714e-003  5.901042e-005
 3.872400e-002  1.226776e-003  5.766255e-005
 4.003660e-002  1.024320e-003  5.646276e-005
 4.134930e-002  9.379470e-004  5.491538e-005
 4.266200e-002  8.255290e-004  5.376589e-005
 4.397470e-002  7.170700e-004  5.278900e-005
 4.528740e-002  6.238020e-004  5.177231e-005
 4.660000e-002  5.987840e-004  5.083856e-005
 4.791270e-002  5.877220e-004  5.005665e-005
 4.922540e-002  5.497530e-004  4.932415e-005
 5.053810e-002  5.977620e-004  4.839603e-005
 5.185070e-002  4.699270e-004  4.771136e-005
 5.316340e-002  4.569180e-004  4.698882e-005
 5.447610e-002  5.095730e-004  4.638152e-005
 5.578880e-002  4.343440e-004  4.573845e-005
 5.710140e-002  4.326010e-004  4.482809e-005
 5.841410e-002  3.775220e-004  4.436938e-005
 5.972680e-002  3.515670e-004  4.391000e-005
 6.103950e-002  3.199060e-004  4.344012e-005
 6.235220e-002  2.707430e-004  4.291055e-005
 6.366480e-002  3.091890e-004  4.223936e-005
 6.497750e-002  3.127030e-004  4.177757e-005
 6.629020e-002  3.344250e-004  4.123193e-005
 6.760290e-002  2.537160e-004  4.081166e-005
 6.891550e-002  2.091200e-004  4.038973e-005
 7.022820e-002  2.133070e-004  4.001226e-005
 7.154090e-002  2.390920e-004  3.954818e-005
 7.285360e-002  2.573340e-004  3.915289e-005
 7.416630e-002  1.796390e-004  3.880205e-005
 7.547890e-002  1.924180e-004  3.850861e-005
 7.679160e-002  1.595750e-004  3.810864e-005
 7.810430e-002  1.418480e-004  3.775004e-005
 7.941700e-002  1.473050e-004  3.739947e-005
 8.072960e-002  1.544450e-004  3.703800e-005
 8.204230e-002  1.641480e-004  3.664435e-005
 8.335500e-002  1.248110e-004  3.632360e-005
 8.466770e-002  1.440740e-004  3.593557e-005
 8.598030e-002  1.378010e-004  3.564663e-005
 8.729300e-002  1.090940e-004  3.534845e-005
 8.860570e-002  1.143270e-004  3.501348e-005
 8.991840e-002  1.570510e-004  3.470355e-005
 9.123110e-002  7.121000e-005  3.440614e-005
 9.254370e-002  6.281400e-005  3.414033e-005
 9.385640e-002  1.251880e-004  3.403067e-005
 9.516910e-002  1.727280e-004  3.380411e-005
 9.648180e-002  1.083420e-004  3.347098e-005
 9.779440e-002  1.177110e-004  3.320799e-005
 9.910710e-002  7.660300e-005  3.303681e-005
 1.004200e-001  5.417700e-005  3.281457e-005
 1.017320e-001  1.076100e-004  3.253790e-005
 1.030450e-001  1.117120e-004  3.236759e-005
 1.043580e-001  2.268600e-005  3.214130e-005
 1.056700e-001  5.416400e-005  3.181145e-005
 1.069830e-001  3.996200e-005  3.158530e-005
 1.082960e-001  2.875400e-005  3.149800e-005
 1.096090e-001 -2.308800e-005  3.134487e-005
 1.109210e-001 -9.553000e-006  3.110735e-005
 1.122340e-001  1.220600e-005  3.084938e-005
 1.135470e-001  2.055400e-005  3.065977e-005
 1.148590e-001  5.048000e-005  3.043733e-005
 1.161720e-001  2.226000e-005  3.027188e-005
 1.174850e-001  4.836900e-005  3.006266e-005
 1.187970e-001  6.542200e-005  2.990429e-005
 1.201100e-001  5.236500e-005  2.965254e-005
 1.214230e-001  6.111500e-005  2.943260e-005
 1.227350e-001  6.414200e-005  2.926864e-005
 1.240480e-001  1.635100e-005  2.911827e-005
 1.253610e-001  3.074100e-005  2.888305e-005
 1.266730e-001  7.126900e-005  2.881648e-005
 1.279860e-001  6.606400e-005  2.865550e-005
 1.292990e-001  8.867700e-005  2.845306e-005
 1.306110e-001  9.560200e-005  2.829015e-005
 1.319240e-001  3.157200e-005  2.814230e-005
 1.332370e-001  2.341500e-005  2.799895e-005
 1.345490e-001  3.630600e-005  2.783468e-005
 1.358620e-001  1.605400e-005  2.772473e-005
range-from: 2
range-to: 101
